time,vSI,vs
0.0,1.0,0.0
1.00000000000000002e-3,1.0,0.0
2.00000000000000004e-3,1.00000000000000022,4.52061646889780891e-14
3.00000000000000006e-3,1.00000000000000022,4.3891700640022927e-14
4.00000000000000008e-3,1.00000000000000022,4.26106270125592984e-14
5.0000000000000001e-3,1.00000000000000022,4.13621650721625421e-14
6.00000000000000012e-3,1.00000000000000022,4.01455533470419533e-14
7.00000000000000015e-3,1.00000000000000022,3.89600472580462816e-14
8.00000000000000017e-3,1.00000000000000044,1.28217248134367421e-13
9.00000000000000105e-3,1.00000000000000067,1.69669021938114112e-13
1.00000000000000002e-2,1.00000000000000089,2.09902082205631461e-13
1.10000000000000011e-2,1.00000000000000111,2.94153746022476183e-13
1.20000000000000002e-2,1.00000000000000133,3.30727643304823499e-13
1.30000000000000011e-2,1.00000000000000155,3.66207503698472731e-13
1.40000000000000003e-2,1.00000000000000178,4.45827726636743933e-13
1.50000000000000012e-2,1.000000000000002,4.77889089200806199e-13
1.60000000000000003e-2,1.00000000000000222,5.54178696316338474e-13
1.70000000000000012e-2,1.00000000000000244,5.82995261955405703e-13
1.80000000000000021e-2,1.00000000000000266,6.10917709170247834e-13
1.89999999999999995e-2,1.00000000000000289,6.83175737801859315e-13
2.00000000000000004e-2,1.00000000000000311,7.08065530040243584e-13
2.10000000000000013e-2,1.00000000000000333,7.32163533680256843e-13
2.20000000000000022e-2,1.00000000000000355,8.00697028612724967e-13
2.29999999999999996e-2,1.00000000000000377,8.21959831192806062e-13
2.40000000000000005e-2,1.000000000000004,8.42526076328979555e-13
2.50000000000000014e-2,1.00000000000000422,9.07620782831834157e-13
2.60000000000000023e-2,1.00000000000000422,8.80329391975139703e-13
2.69999999999999997e-2,1.00000000000000422,8.53744506605936597e-13
2.80000000000000006e-2,1.00000000000000422,8.2784947814625704e-13
2.90000000000000015e-2,1.00000000000000422,8.02628029492702306e-13
3.00000000000000024e-2,1.00000000000000422,7.78064247018687539e-13
3.09999999999999998e-2,1.00000000000000422,7.5414257274459182e-13
3.20000000000000007e-2,1.00000000000000422,7.30847796672350546e-13
3.30000000000000016e-2,1.00000000000000422,7.08165049281105196e-13
3.40000000000000024e-2,1.00000000000000422,6.86079794180586407e-13
3.50000000000000033e-2,1.00000000000000422,6.64577820918977562e-13
3.60000000000000042e-2,1.00000000000000422,6.43645237942075497e-13
3.70000000000000051e-2,1.00000000000000422,6.23268465700622253e-13
3.79999999999999991e-2,1.00000000000000422,6.03434229902752502e-13
3.89999999999999999e-2,1.00000000000000422,5.841295549085567e-13
4.00000000000000008e-2,1.00000000000000422,5.65341757263828583e-13
4.10000000000000017e-2,1.00000000000000422,5.4705843937011905e-13
4.20000000000000026e-2,1.00000000000000422,5.29267483288279341e-13
4.30000000000000035e-2,1.00000000000000422,5.11957044672732879e-13
4.40000000000000044e-2,1.00000000000000422,4.95115546833776142e-13
4.50000000000000053e-2,1.00000000000000422,4.78731674925253931e-13
4.59999999999999992e-2,1.00000000000000422,4.62794370255019569e-13
4.70000000000000001e-2,1.00000000000000422,4.47292824715636288e-13
4.8000000000000001e-2,1.00000000000000422,4.3221647533282916e-13
4.90000000000000019e-2,1.00000000000000422,4.17554998929249615e-13
5.00000000000000028e-2,1.00000000000000422,4.03298306901163091e-13
5.10000000000000037e-2,1.00000000000000422,3.89436540105719071e-13
5.20000000000000046e-2,1.00000000000000422,3.75960063856507978e-13
5.30000000000000054e-2,1.00000000000000422,3.62859463025165352e-13
5.39999999999999994e-2,1.00000000000000422,3.50125537246814719e-13
5.50000000000000003e-2,1.00000000000000422,3.37749296227200044e-13
5.60000000000000012e-2,1.00000000000000422,3.25721955149394359e-13
5.70000000000000021e-2,1.00000000000000422,3.14034930178015775e-13
5.80000000000000029e-2,1.00000000000000422,3.02679834058925709e-13
5.90000000000000038e-2,1.00000000000000422,2.91648471812423767e-13
6.00000000000000047e-2,1.00000000000000422,2.80932836517998952e-13
6.10000000000000056e-2,1.00000000000000422,2.70525105188726226e-13
6.19999999999999996e-2,1.00000000000000422,2.60417634733451087e-13
6.30000000000000004e-2,1.00000000000000422,2.50602958004928346e-13
6.40000000000000013e-2,1.00000000000000422,2.4107377993213055e-13
6.50000000000000022e-2,1.00000000000000422,2.31822973734969391e-13
6.60000000000000031e-2,1.00000000000000422,2.22843577219714618e-13
6.7000000000000004e-2,1.00000000000000422,2.14128789153429157e-13
6.80000000000000049e-2,1.00000000000000422,2.05671965715771455e-13
6.90000000000000058e-2,1.00000000000000422,1.97466617026551102e-13
7.00000000000000067e-2,1.00000000000000422,1.89506403747460541e-13
7.10000000000000075e-2,1.00000000000000422,1.81785133756429243e-13
7.20000000000000084e-2,1.00000000000000422,1.74296758893087647e-13
7.30000000000000093e-2,1.00000000000000422,1.67035371773856437e-13
7.40000000000000102e-2,1.00000000000000422,1.59995202675201087e-13
7.49999999999999972e-2,1.00000000000000422,1.53170616483633312e-13
7.59999999999999981e-2,1.00000000000000422,1.46556109711058188e-13
7.6999999999999999e-2,1.00000000000000422,1.40146307574103208e-13
7.79999999999999999e-2,1.00000000000000422,1.33935961136088903e-13
7.90000000000000008e-2,1.00000000000000422,1.27919944510330689e-13
8.00000000000000017e-2,1.00000000000000422,1.22093252123485164e-13
8.10000000000000026e-2,1.00000000000000422,1.16450996037685813e-13
8.20000000000000034e-2,1.00000000000000422,1.10988403330233942e-13
8.30000000000000043e-2,1.00000000000000422,1.0570081352963863e-13
8.40000000000000052e-2,1.00000000000000422,1.00583676106823107e-13
8.50000000000000061e-2,1.00000000000000422,9.56325480203415932e-14
8.6000000000000007e-2,1.00000000000000422,9.08430913144708042e-14
8.70000000000000079e-2,1.00000000000000422,8.62110707690663933e-14
8.80000000000000088e-2,1.00000000000000422,8.17323516000976817e-14
8.90000000000000097e-2,1.00000000000000422,7.74028972097944458e-14
